UKCP Local derived uplifts for 2050, 100y RL, 1hr Pr OSGB-1936/EPSG:27700
"easting","northing","Uplift_50","Uplift_95"
332500,697500,25,40
337500,697500,25,40
167500,702500,30,45
177500,702500,30,45
182500,702500,30,45
187500,702500,30,50
192500,702500,30,50
197500,702500,30,50
202500,702500,30,50
207500,702500,30,50
212500,702500,30,45
217500,702500,30,50
222500,702500,30,50
227500,702500,30,50
232500,702500,30,50
237500,702500,30,50
242500,702500,30,50
247500,702500,30,45
252500,702500,30,45
257500,702500,30,45
262500,702500,30,45
267500,702500,25,45
272500,702500,25,45
277500,702500,25,45
282500,702500,25,45
287500,702500,30,45
292500,702500,30,45
297500,702500,30,45
302500,702500,25,45
307500,702500,25,40
312500,702500,25,40
317500,702500,25,40
322500,702500,25,40
327500,702500,25,40
332500,702500,25,40
337500,702500,25,40
342500,702500,25,40
347500,702500,25,40
352500,702500,25,40
357500,702500,25,40
172500,707500,30,45
177500,707500,30,45
182500,707500,30,50
187500,707500,30,50
192500,707500,30,50
197500,707500,30,50
202500,707500,30,50
207500,707500,30,50
212500,707500,30,50
217500,707500,30,50
222500,707500,30,50
227500,707500,30,55
232500,707500,30,50
237500,707500,30,50
242500,707500,30,45
247500,707500,30,45
252500,707500,30,45
257500,707500,30,45
262500,707500,30,45
267500,707500,30,45
272500,707500,30,45
277500,707500,30,45
282500,707500,25,45
287500,707500,25,45
292500,707500,25,45
297500,707500,25,45
302500,707500,25,45
307500,707500,25,45
312500,707500,25,40
317500,707500,25,40
322500,707500,25,40
327500,707500,25,40
332500,707500,25,40
337500,707500,25,40
342500,707500,25,40
347500,707500,25,40
352500,707500,25,40
357500,707500,25,40
362500,707500,25,40
177500,712500,30,45
182500,712500,30,50
187500,712500,30,50
192500,712500,30,50
197500,712500,30,50
202500,712500,30,50
207500,712500,30,50
212500,712500,30,50
217500,712500,30,50
222500,712500,30,50
227500,712500,30,55
232500,712500,30,50
237500,712500,30,50
242500,712500,30,50
247500,712500,30,50
252500,712500,30,50
257500,712500,30,50
262500,712500,30,45
267500,712500,30,45
272500,712500,30,45
277500,712500,30,45
282500,712500,25,45
287500,712500,25,45
292500,712500,25,40
297500,712500,25,40
302500,712500,25,40
307500,712500,25,40
312500,712500,25,40
317500,712500,25,40
322500,712500,25,40
327500,712500,25,40
332500,712500,25,40
337500,712500,25,40
342500,712500,25,40
347500,712500,25,40
352500,712500,25,40
357500,712500,25,40
132500,717500,30,45
137500,717500,30,45
142500,717500,30,45
147500,717500,30,50
177500,717500,30,45
182500,717500,30,50
187500,717500,30,50
192500,717500,30,50
197500,717500,30,50
202500,717500,30,50
207500,717500,30,50
212500,717500,30,50
217500,717500,30,50
222500,717500,30,55
227500,717500,30,50
232500,717500,30,50
237500,717500,30,50
242500,717500,30,50
247500,717500,30,50
252500,717500,30,50
257500,717500,30,45
262500,717500,30,45
267500,717500,30,50
272500,717500,25,45
277500,717500,25,45
282500,717500,25,45
287500,717500,25,45
292500,717500,25,45
297500,717500,25,40
302500,717500,25,40
307500,717500,25,40
312500,717500,25,40
317500,717500,25,40
322500,717500,25,40
327500,717500,25,40
332500,717500,25,40
337500,717500,25,40
342500,717500,25,40
347500,717500,25,40
352500,717500,25,40
127500,722500,30,45
132500,722500,30,45
137500,722500,30,45
142500,722500,30,45
147500,722500,30,50
152500,722500,30,50
157500,722500,30,55
162500,722500,30,50
167500,722500,30,50
182500,722500,30,45
187500,722500,30,50
192500,722500,30,50
197500,722500,30,50
202500,722500,30,50
207500,722500,30,50
212500,722500,30,50
217500,722500,30,50
222500,722500,30,50
227500,722500,30,50
232500,722500,30,50
237500,722500,30,50
242500,722500,30,50
247500,722500,30,50
252500,722500,30,50
257500,722500,30,45
262500,722500,25,45
267500,722500,25,45
272500,722500,25,45
277500,722500,25,45
282500,722500,25,45
287500,722500,25,45
292500,722500,25,45
297500,722500,25,45
302500,722500,25,45
307500,722500,25,45
312500,722500,25,40
317500,722500,25,40
322500,722500,25,40
327500,722500,25,40
332500,722500,25,40
337500,722500,25,40
342500,722500,25,40
347500,722500,25,40
142500,727500,30,50
147500,727500,30,50
152500,727500,30,50
157500,727500,30,55
162500,727500,30,55
167500,727500,30,55
172500,727500,30,50
182500,727500,30,45
187500,727500,30,45
192500,727500,30,45
197500,727500,30,50
202500,727500,30,50
207500,727500,30,50
212500,727500,30,55
217500,727500,30,50
222500,727500,30,50
227500,727500,30,50
232500,727500,30,50
237500,727500,30,50
242500,727500,30,50
247500,727500,30,50
252500,727500,30,45
257500,727500,25,45
262500,727500,25,45
267500,727500,25,45
272500,727500,25,45
277500,727500,25,45
282500,727500,25,45
287500,727500,25,45
292500,727500,25,45
297500,727500,25,45
302500,727500,25,45
307500,727500,25,45
312500,727500,25,45
317500,727500,25,40
322500,727500,25,40
327500,727500,25,40
332500,727500,25,40
337500,727500,25,45
342500,727500,25,40
347500,727500,25,45
142500,732500,30,50
147500,732500,30,50
152500,732500,30,55
157500,732500,30,55
162500,732500,30,55
167500,732500,30,55
172500,732500,30,50
187500,732500,30,45
192500,732500,30,45
197500,732500,30,45
202500,732500,30,50
207500,732500,30,50
212500,732500,30,55
217500,732500,30,55
222500,732500,30,50
227500,732500,30,50
232500,732500,30,50
237500,732500,30,50
242500,732500,30,50
247500,732500,30,50
252500,732500,30,45
257500,732500,25,45
262500,732500,25,45
267500,732500,25,45
272500,732500,30,45
277500,732500,30,45
282500,732500,25,45
287500,732500,25,45
292500,732500,25,45
297500,732500,25,45
302500,732500,25,45
307500,732500,25,45
312500,732500,25,45
317500,732500,25,40
322500,732500,25,40
327500,732500,25,40
332500,732500,25,40
337500,732500,25,40
342500,732500,25,40
347500,732500,25,40
352500,732500,25,45
142500,737500,30,50
147500,737500,30,50
152500,737500,30,50
157500,737500,30,50
162500,737500,30,50
167500,737500,30,55
172500,737500,30,55
182500,737500,30,45
192500,737500,30,45
197500,737500,30,50
202500,737500,30,55
207500,737500,30,50
212500,737500,30,50
217500,737500,30,55
222500,737500,30,50
227500,737500,30,50
232500,737500,30,50
237500,737500,30,50
242500,737500,30,50
247500,737500,30,50
252500,737500,30,45
257500,737500,30,45
262500,737500,30,45
267500,737500,30,45
272500,737500,25,45
277500,737500,25,45
282500,737500,25,45
287500,737500,25,45
292500,737500,25,45
297500,737500,25,45
302500,737500,25,45
307500,737500,25,45
312500,737500,25,45
317500,737500,25,45
322500,737500,25,45
327500,737500,25,40
332500,737500,25,40
337500,737500,25,40
342500,737500,25,40
347500,737500,25,40
352500,737500,25,40
357500,737500,25,40
362500,737500,25,45
92500,742500,30,45
97500,742500,30,45
102500,742500,25,45
137500,742500,30,50
142500,742500,30,50
147500,742500,30,50
152500,742500,30,50
157500,742500,30,50
162500,742500,30,50
167500,742500,30,50
172500,742500,30,50
177500,742500,30,50
187500,742500,30,45
192500,742500,30,45
197500,742500,30,50
202500,742500,30,55
207500,742500,30,55
212500,742500,30,55
217500,742500,30,55
222500,742500,30,55
227500,742500,30,50
232500,742500,30,50
237500,742500,30,50
242500,742500,30,50
247500,742500,30,50
252500,742500,30,45
257500,742500,30,45
262500,742500,30,45
267500,742500,30,50
272500,742500,30,45
277500,742500,25,45
282500,742500,25,45
287500,742500,25,45
292500,742500,25,45
297500,742500,25,45
302500,742500,25,45
307500,742500,25,45
312500,742500,25,45
317500,742500,25,45
322500,742500,25,45
327500,742500,25,45
332500,742500,25,40
337500,742500,25,40
342500,742500,25,40
347500,742500,25,40
352500,742500,25,40
357500,742500,25,40
362500,742500,25,45
367500,742500,25,40
97500,747500,30,50
102500,747500,30,45
107500,747500,30,50
137500,747500,30,50
142500,747500,30,50
147500,747500,30,50
152500,747500,30,50
157500,747500,30,50
162500,747500,30,50
167500,747500,30,50
172500,747500,30,50
177500,747500,30,50
182500,747500,30,55
192500,747500,30,50
197500,747500,30,50
202500,747500,30,50
207500,747500,30,55
212500,747500,30,55
217500,747500,30,55
222500,747500,30,55
227500,747500,30,55
232500,747500,30,50
237500,747500,30,45
242500,747500,30,45
247500,747500,30,45
252500,747500,30,45
257500,747500,30,45
262500,747500,25,45
267500,747500,25,45
272500,747500,30,45
277500,747500,25,45
282500,747500,25,45
287500,747500,25,45
292500,747500,25,45
297500,747500,25,45
302500,747500,25,45
307500,747500,25,45
312500,747500,25,45
317500,747500,25,45
322500,747500,25,45
327500,747500,25,45
332500,747500,25,45
337500,747500,25,40
342500,747500,25,40
347500,747500,25,40
352500,747500,25,40
357500,747500,25,40
362500,747500,25,40
367500,747500,25,45
112500,752500,30,50
117500,752500,30,45
137500,752500,30,50
142500,752500,30,50
147500,752500,30,50
152500,752500,30,50
157500,752500,30,50
162500,752500,30,50
167500,752500,30,50
172500,752500,30,50
177500,752500,30,50
182500,752500,30,55
187500,752500,30,55
197500,752500,30,50
202500,752500,30,50
207500,752500,30,55
212500,752500,30,55
217500,752500,30,55
222500,752500,30,55
227500,752500,30,50
232500,752500,30,50
237500,752500,30,45
242500,752500,30,45
247500,752500,30,45
252500,752500,30,45
257500,752500,30,45
262500,752500,25,45
267500,752500,30,45
272500,752500,30,45
277500,752500,25,45
282500,752500,25,45
287500,752500,25,45
292500,752500,25,45
297500,752500,25,45
302500,752500,25,45
307500,752500,25,45
312500,752500,25,45
317500,752500,25,45
322500,752500,25,45
327500,752500,25,45
332500,752500,25,45
337500,752500,25,45
342500,752500,25,45
347500,752500,25,45
352500,752500,25,40
357500,752500,25,45
362500,752500,25,45
367500,752500,25,45
117500,757500,30,45
122500,757500,30,50
142500,757500,30,50
147500,757500,30,50
157500,757500,30,50
162500,757500,30,50
167500,757500,30,50
172500,757500,30,50
177500,757500,30,50
182500,757500,30,50
187500,757500,30,55
192500,757500,30,55
197500,757500,30,50
202500,757500,30,50
207500,757500,30,50
212500,757500,30,50
217500,757500,30,50
222500,757500,30,50
227500,757500,30,50
232500,757500,30,50
237500,757500,30,50
242500,757500,30,45
247500,757500,30,45
252500,757500,30,45
257500,757500,30,45
262500,757500,25,45
267500,757500,25,45
272500,757500,25,45
277500,757500,25,45
282500,757500,25,45
287500,757500,25,45
292500,757500,25,45
297500,757500,25,45
302500,757500,25,45
307500,757500,25,45
312500,757500,25,45
317500,757500,25,45
322500,757500,25,45
327500,757500,25,45
332500,757500,25,45
337500,757500,25,45
342500,757500,25,45
347500,757500,25,45
352500,757500,25,45
357500,757500,25,45
362500,757500,25,45
367500,757500,25,45
372500,757500,25,45
122500,762500,30,50
127500,762500,30,50
142500,762500,30,50
147500,762500,30,50
152500,762500,30,50
157500,762500,30,50
162500,762500,30,50
167500,762500,30,50
172500,762500,30,50
177500,762500,30,50
182500,762500,30,50
187500,762500,30,50
192500,762500,30,55
197500,762500,30,55
202500,762500,30,50
207500,762500,30,50
212500,762500,30,50
217500,762500,30,50
222500,762500,30,50
227500,762500,30,50
232500,762500,30,50
237500,762500,30,50
242500,762500,30,45
247500,762500,30,45
252500,762500,30,45
257500,762500,30,45
262500,762500,30,45
267500,762500,30,45
272500,762500,30,45
277500,762500,25,45
282500,762500,25,45
287500,762500,25,45
292500,762500,25,45
297500,762500,25,45
302500,762500,25,45
307500,762500,25,45
312500,762500,25,45
317500,762500,25,45
322500,762500,25,45
327500,762500,25,45
332500,762500,25,45
337500,762500,25,45
342500,762500,25,45
347500,762500,25,45
352500,762500,25,45
357500,762500,25,45
362500,762500,25,45
367500,762500,25,45
372500,762500,25,45
142500,767500,30,50
147500,767500,30,50
152500,767500,30,50
157500,767500,30,50
162500,767500,30,50
167500,767500,30,50
172500,767500,30,50
177500,767500,30,50
182500,767500,30,50
187500,767500,30,55
192500,767500,30,55
197500,767500,30,55
202500,767500,30,50
207500,767500,30,50
212500,767500,30,50
217500,767500,30,55
222500,767500,30,55
227500,767500,30,50
232500,767500,30,50
237500,767500,30,50
242500,767500,30,50
247500,767500,30,50
252500,767500,30,50
257500,767500,30,50
262500,767500,30,45
267500,767500,30,45
272500,767500,30,45
277500,767500,25,45
282500,767500,25,45
287500,767500,25,45
292500,767500,30,45
297500,767500,30,45
302500,767500,30,45
307500,767500,25,45
312500,767500,25,45
317500,767500,25,45
322500,767500,25,45
327500,767500,25,45
332500,767500,25,45
337500,767500,25,45
342500,767500,25,45
347500,767500,25,45
352500,767500,25,45
357500,767500,25,45
362500,767500,25,45
367500,767500,25,45
372500,767500,25,45
377500,767500,25,45
157500,772500,30,50
162500,772500,30,50
167500,772500,30,50
172500,772500,30,50
177500,772500,30,50
182500,772500,30,55
187500,772500,30,55
192500,772500,30,55
197500,772500,30,50
202500,772500,30,50
207500,772500,30,50
212500,772500,30,50
217500,772500,30,55
222500,772500,30,55
227500,772500,30,55
232500,772500,30,50
237500,772500,30,50
242500,772500,30,50
247500,772500,30,50
252500,772500,30,50
257500,772500,30,50
262500,772500,30,50
267500,772500,30,45
272500,772500,30,45
277500,772500,30,45
282500,772500,30,45
287500,772500,30,45
292500,772500,30,45
297500,772500,30,45
302500,772500,30,45
307500,772500,30,45
312500,772500,30,45
317500,772500,30,45
322500,772500,30,45
327500,772500,30,45
332500,772500,25,45
337500,772500,25,45
342500,772500,25,45
347500,772500,25,45
352500,772500,25,45
357500,772500,25,45
362500,772500,25,45
367500,772500,25,45
372500,772500,25,45
377500,772500,25,45
382500,772500,25,45
167500,777500,30,50
172500,777500,30,50
177500,777500,30,55
182500,777500,30,55
187500,777500,30,55
192500,777500,30,55
197500,777500,30,50
202500,777500,30,50
207500,777500,30,50
212500,777500,30,50
217500,777500,30,50
222500,777500,30,50
227500,777500,30,50
232500,777500,30,50
237500,777500,30,50
242500,777500,30,50
247500,777500,30,50
252500,777500,30,50
257500,777500,30,45
262500,777500,30,45
267500,777500,30,45
272500,777500,30,45
277500,777500,30,45
282500,777500,30,45
287500,777500,30,45
292500,777500,30,45
297500,777500,30,45
302500,777500,30,45
307500,777500,30,45
312500,777500,30,45
317500,777500,30,45
322500,777500,30,45
327500,777500,25,45
332500,777500,25,45
337500,777500,30,45
342500,777500,25,45
347500,777500,25,45
352500,777500,25,45
357500,777500,25,45
362500,777500,25,45
367500,777500,25,45
372500,777500,25,45
377500,777500,25,45
382500,777500,25,45
387500,777500,25,45
57500,782500,30,50
147500,782500,30,50
162500,782500,30,50
167500,782500,30,50
172500,782500,30,50
177500,782500,30,55
182500,782500,30,55
187500,782500,30,55
192500,782500,30,55
197500,782500,30,55
202500,782500,30,55
207500,782500,30,55
212500,782500,30,50
217500,782500,30,50
222500,782500,30,50
227500,782500,30,50
232500,782500,30,50
237500,782500,30,50
242500,782500,30,50
247500,782500,30,50
252500,782500,30,50
257500,782500,30,45
262500,782500,30,45
267500,782500,30,45
272500,782500,30,45
277500,782500,30,45
282500,782500,30,45
287500,782500,30,45
292500,782500,30,45
297500,782500,30,45
302500,782500,25,45
307500,782500,30,45
312500,782500,25,45
317500,782500,25,45
322500,782500,25,45
327500,782500,25,45
332500,782500,25,45
337500,782500,25,45
342500,782500,25,45
347500,782500,25,45
352500,782500,25,45
357500,782500,25,45
362500,782500,25,45
367500,782500,25,45
372500,782500,25,45
377500,782500,25,45
382500,782500,25,45
387500,782500,25,45
147500,787500,30,50
167500,787500,30,50
172500,787500,30,50
177500,787500,30,55
182500,787500,30,50
187500,787500,30,55
192500,787500,30,55
197500,787500,30,55
202500,787500,30,55
207500,787500,30,55
212500,787500,30,50
217500,787500,30,50
222500,787500,30,50
227500,787500,30,50
232500,787500,30,50
237500,787500,30,50
242500,787500,30,55
247500,787500,30,50
252500,787500,30,50
257500,787500,30,45
262500,787500,30,45
267500,787500,30,45
272500,787500,30,45
277500,787500,30,45
282500,787500,30,45
287500,787500,25,45
292500,787500,25,45
297500,787500,25,45
302500,787500,25,45
307500,787500,25,45
312500,787500,25,45
317500,787500,25,45
322500,787500,25,45
327500,787500,25,45
332500,787500,25,45
337500,787500,25,45
342500,787500,25,45
347500,787500,25,45
352500,787500,25,45
357500,787500,25,45
362500,787500,25,45
367500,787500,25,45
372500,787500,25,45
377500,787500,25,45
382500,787500,25,45
387500,787500,25,45
62500,792500,30,50
137500,792500,30,50
167500,792500,30,50
172500,792500,30,50
177500,792500,30,50
182500,792500,30,50
187500,792500,30,55
192500,792500,30,55
197500,792500,30,55
202500,792500,30,50
207500,792500,30,50
212500,792500,30,50
217500,792500,30,50
222500,792500,30,55
227500,792500,30,50
232500,792500,30,50
237500,792500,30,50
242500,792500,30,50
247500,792500,30,50
252500,792500,30,50
257500,792500,30,45
262500,792500,30,45
267500,792500,30,45
272500,792500,30,45
277500,792500,25,45
282500,792500,25,45
287500,792500,25,45
292500,792500,30,45
297500,792500,30,45
302500,792500,25,45
307500,792500,25,45
312500,792500,25,45
317500,792500,25,45
322500,792500,25,45
327500,792500,25,45
332500,792500,25,45
337500,792500,25,45
342500,792500,25,45
347500,792500,25,45
352500,792500,25,45
357500,792500,25,45
362500,792500,25,45
367500,792500,25,45
372500,792500,25,45
377500,792500,25,45
382500,792500,25,45
387500,792500,25,45
62500,797500,30,50
67500,797500,30,50
132500,797500,30,50
137500,797500,30,55
142500,797500,30,55
167500,797500,30,50
172500,797500,30,50
177500,797500,30,50
182500,797500,30,55
187500,797500,30,60
192500,797500,30,55
197500,797500,30,55
202500,797500,30,50
207500,797500,30,50
212500,797500,30,50
217500,797500,30,50
222500,797500,30,50
227500,797500,30,50
232500,797500,30,50
237500,797500,30,50
242500,797500,30,50
247500,797500,30,50
252500,797500,30,50
257500,797500,30,50
262500,797500,30,45
267500,797500,30,45
272500,797500,30,45
277500,797500,30,45
282500,797500,30,45
287500,797500,30,45
292500,797500,30,45
297500,797500,30,50
302500,797500,30,45
307500,797500,25,45
312500,797500,25,45
317500,797500,25,45
322500,797500,25,45
327500,797500,25,45
332500,797500,25,45
337500,797500,25,45
342500,797500,25,45
347500,797500,25,45
352500,797500,25,45
357500,797500,25,45
362500,797500,25,45
367500,797500,25,45
372500,797500,25,45
377500,797500,25,45
382500,797500,25,45
387500,797500,25,45
392500,797500,25,45
67500,802500,30,50
72500,802500,30,50
132500,802500,30,50
137500,802500,30,50
157500,802500,30,50
162500,802500,30,50
172500,802500,30,50
177500,802500,30,50
182500,802500,30,60
187500,802500,30,60
192500,802500,30,55
197500,802500,30,55
202500,802500,30,50
207500,802500,30,50
212500,802500,30,50
217500,802500,30,50
222500,802500,30,50
227500,802500,30,50
232500,802500,30,45
237500,802500,30,45
242500,802500,30,50
247500,802500,30,50
252500,802500,30,50
257500,802500,30,50
262500,802500,30,50
267500,802500,30,50
272500,802500,30,45
277500,802500,30,45
282500,802500,30,45
287500,802500,30,45
292500,802500,30,45
297500,802500,30,45
302500,802500,30,50
307500,802500,25,45
312500,802500,25,45
317500,802500,25,45
322500,802500,25,45
327500,802500,25,45
332500,802500,25,45
337500,802500,25,45
342500,802500,25,45
347500,802500,25,45
352500,802500,25,45
357500,802500,25,45
362500,802500,25,45
367500,802500,25,45
372500,802500,25,45
377500,802500,25,45
382500,802500,25,45
387500,802500,25,45
392500,802500,25,45
397500,802500,25,45
72500,807500,30,50
157500,807500,30,50
162500,807500,30,50
167500,807500,30,50
177500,807500,30,55
182500,807500,30,55
187500,807500,30,55
192500,807500,30,55
197500,807500,30,55
202500,807500,30,55
207500,807500,30,55
212500,807500,30,50
217500,807500,30,50
222500,807500,30,50
227500,807500,30,50
232500,807500,30,50
237500,807500,30,45
242500,807500,30,45
247500,807500,30,45
252500,807500,30,45
257500,807500,30,45
262500,807500,30,50
267500,807500,30,50
272500,807500,30,45
277500,807500,30,45
282500,807500,30,45
287500,807500,30,45
292500,807500,30,45
297500,807500,30,45
302500,807500,30,45
307500,807500,25,45
312500,807500,25,45
317500,807500,25,45
322500,807500,25,45
327500,807500,25,45
332500,807500,25,45
337500,807500,25,45
342500,807500,25,45
347500,807500,25,45
352500,807500,25,45
357500,807500,25,45
362500,807500,25,45
367500,807500,25,45
372500,807500,25,45
377500,807500,25,45
382500,807500,25,45
387500,807500,25,45
392500,807500,25,45
77500,812500,30,50
82500,812500,30,50
152500,812500,30,50
162500,812500,30,50
167500,812500,30,50
177500,812500,30,50
182500,812500,30,50
187500,812500,30,55
192500,812500,30,55
197500,812500,30,55
202500,812500,30,55
207500,812500,30,55
212500,812500,30,55
217500,812500,30,55
222500,812500,30,50
227500,812500,30,50
232500,812500,30,45
237500,812500,30,45
242500,812500,30,45
247500,812500,30,45
252500,812500,30,45
257500,812500,30,45
262500,812500,30,45
267500,812500,30,45
272500,812500,30,45
277500,812500,25,45
282500,812500,25,45
287500,812500,30,45
292500,812500,25,45
297500,812500,25,45
302500,812500,25,45
307500,812500,25,45
312500,812500,25,45
317500,812500,25,45
322500,812500,25,45
327500,812500,25,45
332500,812500,25,45
337500,812500,25,45
342500,812500,25,45
347500,812500,25,45
352500,812500,25,45
357500,812500,25,45
362500,812500,25,45
367500,812500,25,45
372500,812500,25,45
377500,812500,25,45
382500,812500,25,45
387500,812500,25,45
392500,812500,25,45
72500,817500,30,50
77500,817500,30,50
82500,817500,30,50
142500,817500,30,55
147500,817500,30,55
152500,817500,30,55
157500,817500,30,50
162500,817500,30,50
167500,817500,30,50
172500,817500,30,50
177500,817500,30,55
182500,817500,30,50
187500,817500,30,55
192500,817500,30,55
197500,817500,30,55
202500,817500,30,55
207500,817500,30,55
212500,817500,30,55
217500,817500,30,55
222500,817500,30,50
227500,817500,30,50
232500,817500,30,50
237500,817500,30,45
242500,817500,30,45
247500,817500,30,45
252500,817500,30,45
257500,817500,30,45
262500,817500,30,45
267500,817500,30,45
272500,817500,25,45
277500,817500,25,45
282500,817500,25,45
287500,817500,25,45
292500,817500,25,45
297500,817500,25,45
302500,817500,25,45
307500,817500,25,45
312500,817500,25,45
317500,817500,25,45
322500,817500,25,45
327500,817500,25,45
332500,817500,25,45
337500,817500,25,45
342500,817500,25,45
347500,817500,25,45
352500,817500,25,45
357500,817500,25,45
362500,817500,25,45
367500,817500,25,45
372500,817500,25,45
377500,817500,25,45
382500,817500,25,45
387500,817500,25,45
392500,817500,25,45
397500,817500,25,45
72500,822500,30,50
77500,822500,30,50
82500,822500,30,50
137500,822500,30,50
142500,822500,30,55
147500,822500,35,65
152500,822500,30,60
157500,822500,30,55
162500,822500,30,55
167500,822500,30,50
172500,822500,30,50
177500,822500,30,55
182500,822500,30,50
187500,822500,30,50
192500,822500,30,50
197500,822500,30,55
202500,822500,30,55
207500,822500,30,55
212500,822500,30,55
217500,822500,30,55
222500,822500,30,50
227500,822500,30,50
232500,822500,30,45
237500,822500,30,45
242500,822500,30,45
247500,822500,30,45
252500,822500,30,45
257500,822500,30,45
262500,822500,30,45
267500,822500,30,45
272500,822500,25,45
277500,822500,25,45
282500,822500,25,45
287500,822500,25,45
292500,822500,25,45
297500,822500,25,45
302500,822500,25,45
307500,822500,25,45
312500,822500,25,45
317500,822500,25,45
322500,822500,25,45
327500,822500,25,45
332500,822500,25,45
337500,822500,25,45
342500,822500,25,45
347500,822500,25,45
352500,822500,25,45
357500,822500,25,45
362500,822500,25,45
367500,822500,25,45
372500,822500,25,45
377500,822500,25,45
382500,822500,25,45
387500,822500,25,45
392500,822500,25,45
397500,822500,25,45
72500,827500,30,50
77500,827500,30,50
82500,827500,30,50
132500,827500,30,50
137500,827500,30,50
142500,827500,30,55
147500,827500,30,60
152500,827500,30,55
157500,827500,30,55
162500,827500,30,50
177500,827500,30,50
182500,827500,30,50
187500,827500,30,50
192500,827500,30,50
197500,827500,30,55
202500,827500,30,55
207500,827500,30,55
212500,827500,30,55
217500,827500,30,55
222500,827500,30,50
227500,827500,30,50
232500,827500,30,45
237500,827500,30,45
242500,827500,30,45
247500,827500,25,45
252500,827500,30,45
257500,827500,30,45
262500,827500,30,45
267500,827500,25,45
272500,827500,25,45
277500,827500,25,45
282500,827500,25,45
287500,827500,25,45
292500,827500,25,45
297500,827500,25,45
302500,827500,25,45
307500,827500,25,45
312500,827500,25,45
317500,827500,25,45
322500,827500,25,45
327500,827500,25,45
332500,827500,25,45
337500,827500,25,45
342500,827500,25,45
347500,827500,25,45
352500,827500,25,45
357500,827500,25,45
362500,827500,25,45
367500,827500,25,45
372500,827500,25,45
377500,827500,25,45
382500,827500,25,45
387500,827500,25,45
392500,827500,25,45
397500,827500,25,45
402500,827500,25,45
72500,832500,30,50
77500,832500,30,50
82500,832500,30,50
132500,832500,30,50
137500,832500,30,50
142500,832500,30,55
147500,832500,30,55
152500,832500,30,50
157500,832500,30,50
162500,832500,30,50
177500,832500,30,50
182500,832500,30,50
187500,832500,30,50
192500,832500,30,50
197500,832500,30,50
202500,832500,30,55
207500,832500,30,55
212500,832500,30,55
217500,832500,30,55
222500,832500,30,50
227500,832500,30,50
232500,832500,30,45
237500,832500,30,45
242500,832500,30,45
247500,832500,25,45
252500,832500,25,45
257500,832500,30,45
262500,832500,25,45
267500,832500,25,45
272500,832500,25,45
277500,832500,25,45
282500,832500,25,45
287500,832500,25,45
292500,832500,25,45
297500,832500,25,45
302500,832500,25,45
307500,832500,25,45
312500,832500,25,45
317500,832500,25,45
322500,832500,25,45
327500,832500,25,45
332500,832500,25,45
337500,832500,25,45
342500,832500,25,45
347500,832500,25,45
352500,832500,25,45
357500,832500,25,45
362500,832500,25,45
367500,832500,25,45
372500,832500,25,45
377500,832500,25,45
382500,832500,25,45
387500,832500,25,45
392500,832500,25,45
397500,832500,25,45
402500,832500,25,45
407500,832500,25,45
77500,837500,30,50
82500,837500,30,50
122500,837500,30,50
132500,837500,30,50
137500,837500,30,50
142500,837500,30,50
147500,837500,30,50
152500,837500,30,50
157500,837500,30,50
172500,837500,30,50
177500,837500,30,50
182500,837500,30,50
187500,837500,30,50
192500,837500,30,50
197500,837500,30,50
202500,837500,30,50
207500,837500,30,55
212500,837500,30,50
217500,837500,30,50
222500,837500,30,50
227500,837500,30,45
232500,837500,30,45
237500,837500,30,45
242500,837500,30,45
247500,837500,30,45
252500,837500,25,45
257500,837500,25,45
262500,837500,25,45
267500,837500,25,45
272500,837500,25,45
277500,837500,25,45
282500,837500,25,45
287500,837500,25,45
292500,837500,25,45
297500,837500,25,45
302500,837500,25,45
307500,837500,25,45
312500,837500,25,45
317500,837500,25,45
322500,837500,25,45
327500,837500,25,45
332500,837500,25,45
337500,837500,25,45
342500,837500,25,45
347500,837500,25,45
352500,837500,25,45
357500,837500,25,45
362500,837500,25,45
367500,837500,25,45
372500,837500,25,45
377500,837500,25,45
382500,837500,25,45
387500,837500,25,45
392500,837500,25,45
397500,837500,25,45
402500,837500,25,45
407500,837500,25,45
77500,842500,30,50
82500,842500,30,50
117500,842500,30,50
122500,842500,30,50
127500,842500,30,50
132500,842500,30,50
137500,842500,30,50
142500,842500,30,50
147500,842500,30,50
152500,842500,30,50
157500,842500,30,50
172500,842500,30,50
177500,842500,30,55
182500,842500,30,55
187500,842500,30,55
192500,842500,30,55
197500,842500,30,50
202500,842500,30,55
207500,842500,30,55
212500,842500,30,55
217500,842500,30,50
222500,842500,30,50
227500,842500,30,50
232500,842500,30,50
237500,842500,30,45
242500,842500,30,45
247500,842500,30,45
252500,842500,25,45
257500,842500,25,45
262500,842500,25,45
267500,842500,25,45
272500,842500,25,45
277500,842500,25,45
282500,842500,25,45
287500,842500,25,45
292500,842500,25,45
297500,842500,25,45
302500,842500,25,45
307500,842500,25,45
312500,842500,25,45
317500,842500,25,45
322500,842500,25,45
327500,842500,25,45
332500,842500,25,45
337500,842500,25,45
342500,842500,25,45
347500,842500,25,45
352500,842500,25,45
357500,842500,25,45
362500,842500,25,45
367500,842500,25,45
372500,842500,25,45
377500,842500,25,45
382500,842500,25,45
387500,842500,25,45
392500,842500,25,45
397500,842500,25,45
402500,842500,25,45
407500,842500,25,45
412500,842500,25,45
77500,847500,30,50
82500,847500,30,50
87500,847500,30,50
112500,847500,30,50
117500,847500,30,50
